Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,cogs,gross income,Rating,Month
B,Mandalay,Normal,Female,Food and beverages,57.34,3,180.621,2019-03-10,18:59,Credit card,172.02,8.601,7.9,03
B,Mandalay,Normal,Male,Electronic accessories,45.35,6,285.705,2019-01-31,13:44,Ewallet,272.1,13.605,6.1,01
B,Mandalay,Normal,Male,Food and beverages,62.08,7,456.288,2019-03-06,13:46,Ewallet,434.56,21.728,5.4,03
C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,62.0025,2019-02-17,18:06,Cash,59.05,2.9525,9.4,02
C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,13.167,2019-02-21,12:38,Cash,12.54,0.627,8.2,02
A,Yangon,Normal,Male,Food and beverages,43.25,2,90.825,2019-03-20,15:56,Cash,86.5,4.325,6.2,03
C,Naypyitaw,Member,Female,Sports and travel,87.16,2,183.036,2019-01-11,14:29,Credit card,174.32,8.716,9.7,01
B,Mandalay,Member,Male,Health and beauty,69.37,9,655.5465,2019-01-26,19:14,Ewallet,624.33,31.2165,4.0,01
C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,155.652,2019-01-31,16:24,Ewallet,148.24,7.412,9.7,01
B,Mandalay,Member,Female,Electronic accessories,90.7,6,571.41,2019-02-26,10:52,Cash,544.2,27.21,5.3,02
A,Yangon,Normal,Female,Home and lifestyle,63.42,8,532.728,2019-03-11,12:55,Ewallet,507.36,25.368,7.4,03
B,Mandalay,Normal,Female,Fashion accessories,81.37,2,170.877,2019-01-26,19:28,Cash,162.74,8.137,6.5,01
B,Mandalay,Member,Female,Electronic accessories,10.59,3,33.3585,2019-03-12,13:52,Credit card,31.77,1.5885,8.7,03
B,Mandalay,Normal,Female,Health and beauty,84.09,9,794.6505,2019-02-11,10:54,Cash,756.81,37.8405,8.0,02
B,Mandalay,Member,Male,Fashion accessories,73.82,4,310.044,2019-02-21,18:31,Cash,295.28,14.764,6.7,02
A,Yangon,Member,Male,Health and beauty,51.94,10,545.37,2019-03-09,18:24,Ewallet,519.4,25.97,6.5,03
A,Yangon,Normal,Female,Sports and travel,93.14,2,195.594,2019-01-20,18:09,Ewallet,186.28,9.314,4.1,01
C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,91.4025,2019-01-28,15:16,Credit card,87.05,4.3525,4.9,01
C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,232.155,2019-03-05,17:07,Credit card,221.1,11.055,8.6,03
B,Mandalay,Member,Female,Electronic accessories,13.22,5,69.405,2019-03-02,19:26,Cash,66.1,3.305,4.3,03
A,Yangon,Normal,Male,Fashion accessories,89.69,1,94.1745,2019-01-11,11:20,Ewallet,89.69,4.4845,4.9,01
A,Yangon,Normal,Male,Food and beverages,24.94,9,235.683,2019-01-11,16:49,Credit card,224.46,11.223,5.6,01
A,Yangon,Normal,Male,Health and beauty,59.77,2,125.517,2019-03-11,12:01,Credit card,119.54,5.977,5.8,03
C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,195.72,2019-02-28,18:37,Credit card,186.4,9.32,6.0,02
A,Yangon,Member,Male,Home and lifestyle,62.65,4,263.13,2019-01-05,11:25,Cash,250.6,12.53,4.2,01
B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,788.508,2019-02-02,18:42,Credit card,750.96,37.548,8.3,02
A,Yangon,Member,Male,Home and lifestyle,47.59,8,399.756,2019-01-01,14:47,Cash,380.72,19.036,5.7,01
B,Mandalay,Member,Female,Electronic accessories,81.4,3,256.41,2019-02-09,19:43,Cash,244.2,12.21,4.8,02
A,Yangon,Member,Male,Fashion accessories,17.94,5,94.185,2019-01-23,14:04,Ewallet,89.7,4.485,6.8,01
A,Yangon,Member,Male,Electronic accessories,77.72,4,326.424,2019-01-07,16:11,Credit card,310.88,15.544,8.8,01
B,Mandalay,Normal,Male,Food and beverages,73.06,7,536.991,2019-01-14,19:06,Credit card,511.42,25.571,4.2,01
B,Mandalay,Member,Male,Food and beverages,46.55,9,439.8975,2019-02-02,15:34,Ewallet,418.95,20.9475,6.4,02
C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,369.495,2019-03-17,19:06,Credit card,351.9,17.595,8.4,03
C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,30.219,2019-03-02,19:44,Credit card,28.78,1.439,7.2,03
A,Yangon,Normal,Male,Home and lifestyle,23.75,4,99.75,2019-03-16,11:22,Cash,95.0,4.75,5.2,03
A,Yangon,Member,Male,Home and lifestyle,58.9,8,494.76,2019-01-06,11:23,Cash,471.2,23.56,8.9,01
B,Mandalay,Member,Male,Fashion accessories,32.62,4,137.004,2019-01-29,14:12,Cash,130.48,6.524,9.0,01
A,Yangon,Member,Male,Electronic accessories,66.35,1,69.6675,2019-01-31,10:46,Credit card,66.35,3.3175,9.7,01
A,Yangon,Member,Male,Home and lifestyle,25.91,6,163.233,2019-02-05,10:16,Ewallet,155.46,7.773,8.7,02
A,Yangon,Member,Male,Electronic accessories,32.25,4,135.45,2019-02-13,12:38,Ewallet,129.0,6.45,6.5,02
C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,276.948,2019-02-07,13:05,Credit card,263.76,13.188,6.9,02
A,Yangon,Normal,Female,Electronic accessories,75.06,9,709.317,2019-03-19,13:25,Ewallet,675.54,33.777,6.2,03
C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,69.09,2019-03-07,14:53,Ewallet,65.8,3.29,5.6,03
B,Mandalay,Member,Female,Fashion accessories,38.3,4,160.86,2019-03-13,19:22,Cash,153.2,7.66,5.7,03
A,Yangon,Member,Female,Sports and travel,22.24,10,233.52,2019-02-09,11:00,Cash,222.4,11.12,4.2,02
B,Mandalay,Normal,Male,Sports and travel,54.45,1,57.1725,2019-02-26,19:24,Ewallet,54.45,2.7225,7.9,02
A,Yangon,Member,Female,Sports and travel,98.4,7,723.24,2019-03-12,12:43,Credit card,688.8,34.44,8.7,03
C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,148.974,2019-03-14,17:22,Credit card,141.88,7.094,6.9,03
B,Mandalay,Member,Female,Food and beverages,74.6,10,783.3,2019-01-08,20:55,Cash,746.0,37.3,9.5,01
A,Yangon,Member,Male,Home and lifestyle,70.74,4,297.108,2019-01-05,16:05,Credit card,282.96,14.148,4.4,01
A,Yangon,Member,Female,Home and lifestyle,35.54,10,373.17,2019-01-04,13:34,Ewallet,355.4,17.77,7.0,01
B,Mandalay,Normal,Female,Sports and travel,67.43,5,354.0075,2019-03-06,18:13,Ewallet,337.15,16.8575,6.3,03
C,Naypyitaw,Member,Female,Health and beauty,21.12,2,44.352,2019-01-03,19:17,Cash,42.24,2.112,9.7,01
A,Yangon,Member,Female,Home and lifestyle,21.54,9,203.553,2019-01-07,11:44,Credit card,193.86,9.693,8.8,01
A,Yangon,Normal,Female,Home and lifestyle,12.03,2,25.263,2019-01-27,15:51,Cash,24.06,1.203,5.1,01
B,Mandalay,Normal,Female,Health and beauty,99.71,6,628.173,2019-02-26,16:52,Ewallet,598.26,29.913,7.9,02
B,Mandalay,Normal,Male,Fashion accessories,47.97,7,352.5795,2019-01-07,20:52,Cash,335.79,16.7895,6.2,01
C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,229.11,2019-01-07,17:36,Cash,218.2,10.91,7.1,01
C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,400.764,2019-02-02,13:23,Ewallet,381.68,19.084,6.4,02
C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,745.395,2019-03-20,16:28,Cash,709.9,35.495,5.7,03
A,Yangon,Member,Male,Sports and travel,44.02,10,462.21,2019-03-20,19:57,Credit card,440.2,22.01,9.6,03
A,Yangon,Normal,Female,Home and lifestyle,69.96,8,587.664,2019-02-15,17:01,Credit card,559.68,27.984,6.4,02
C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,38.85,2019-03-06,13:29,Credit card,37.0,1.85,7.9,03
A,Yangon,Normal,Female,Sports and travel,15.34,1,16.107,2019-01-06,11:09,Cash,15.34,0.767,6.5,01
A,Yangon,Member,Male,Health and beauty,99.83,6,628.929,2019-03-04,15:02,Ewallet,598.98,29.949,8.5,03
A,Yangon,Member,Female,Health and beauty,47.67,4,200.214,2019-03-12,14:21,Cash,190.68,9.534,9.1,03
B,Mandalay,Normal,Male,Health and beauty,66.68,5,350.07,2019-02-20,18:01,Cash,333.4,16.67,7.6,02
C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,78.603,2019-03-24,14:49,Cash,74.86,3.743,6.9,03
C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,224.4375,2019-01-31,12:02,Cash,213.75,10.6875,9.5,01
B,Mandalay,Normal,Female,Food and beverages,48.51,7,356.5485,2019-01-25,13:30,Credit card,339.57,16.9785,5.2,01
A,Yangon,Member,Female,Home and lifestyle,94.88,7,697.368,2019-02-03,14:38,Cash,664.16,33.208,4.2,02
B,Mandalay,Member,Male,Electronic accessories,40.3,10,423.15,2019-01-24,17:37,Credit card,403.0,20.15,7.0,01
C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,204.6975,2019-03-14,17:20,Ewallet,194.95,9.7475,6.0,03
A,Yangon,Member,Female,Electronic accessories,62.48,1,65.604,2019-02-18,20:29,Cash,62.48,3.124,4.7,02
A,Yangon,Member,Female,Food and beverages,36.36,2,76.356,2019-01-21,10:00,Cash,72.72,3.636,7.1,01
B,Mandalay,Normal,Male,Health and beauty,18.11,10,190.155,2019-03-13,11:46,Ewallet,181.1,9.055,5.9,03
C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,272.58,2019-03-03,13:42,Cash,259.6,12.98,7.5,03
C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,121.128,2019-03-29,14:44,Cash,115.36,5.768,6.4,03
A,Yangon,Member,Male,Home and lifestyle,78.38,6,493.794,2019-01-10,14:16,Ewallet,470.28,23.514,5.8,01
A,Yangon,Member,Male,Home and lifestyle,60.01,4,252.042,2019-01-25,15:54,Cash,240.04,12.002,4.5,01
C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,93.0405,2019-01-19,10:21,Cash,88.61,4.4305,7.7,01
C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,209.622,2019-01-02,18:09,Credit card,199.64,9.982,6.7,01
B,Mandalay,Member,Male,Health and beauty,39.01,1,40.9605,2019-03-12,16:46,Credit card,39.01,1.9505,4.7,03
C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,51.0405,2019-02-25,15:31,Cash,48.61,2.4305,4.4,02
A,Yangon,Normal,Female,Electronic accessories,51.19,4,214.998,2019-03-18,17:15,Credit card,204.76,10.238,4.7,03
B,Mandalay,Normal,Female,Electronic accessories,14.96,8,125.664,2019-02-23,12:29,Cash,119.68,5.984,8.6,02
A,Yangon,Member,Male,Electronic accessories,72.2,7,530.67,2019-03-26,20:14,Ewallet,505.4,25.27,4.3,03
A,Yangon,Normal,Female,Sports and travel,40.23,7,295.6905,2019-03-30,13:22,Cash,281.61,14.0805,9.6,03
A,Yangon,Member,Female,Home and lifestyle,88.79,8,745.836,2019-02-17,17:09,Cash,710.32,35.516,4.1,02
A,Yangon,Member,Female,Electronic accessories,26.48,3,83.412,2019-03-21,10:40,Ewallet,79.44,3.972,4.7,03
A,Yangon,Normal,Female,Fashion accessories,81.91,2,172.011,2019-03-05,17:43,Cash,163.82,8.191,7.8,03
B,Mandalay,Member,Male,Sports and travel,79.93,6,503.559,2019-01-31,14:04,Cash,479.58,23.979,5.5,01
C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,145.593,2019-02-05,19:05,Ewallet,138.66,6.933,9.7,02
A,Yangon,Member,Female,Food and beverages,14.23,5,74.7075,2019-02-01,10:08,Credit card,71.15,3.5575,4.4,02
A,Yangon,Member,Female,Health and beauty,15.55,9,146.9475,2019-03-07,13:12,Cash,139.95,6.9975,5.0,03
C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,820.365,2019-02-10,20:51,Cash,781.3,39.065,4.4,02
C,Naypyitaw,Member,Male,Food and beverages,99.37,2,208.677,2019-02-14,17:29,Cash,198.74,9.937,5.2,02
C,Naypyitaw,Member,Female,Food and beverages,21.08,3,66.402,2019-02-09,10:25,Cash,63.24,3.162,7.3,02
C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,392.6475,2019-01-10,11:34,Cash,373.95,18.6975,4.9,01
C,Naypyitaw,Member,Female,Health and beauty,29.67,7,218.0745,2019-03-11,18:58,Credit card,207.69,10.3845,8.1,03
C,Naypyitaw,Member,Male,Health and beauty,44.07,4,185.094,2019-02-18,16:28,Ewallet,176.28,8.814,8.4,02
C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,216.6885,2019-02-26,20:26,Cash,206.37,10.3185,5.5,02
C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,41.391,2019-01-18,15:08,Cash,39.42,1.971,8.4,01
A,Yangon,Normal,Male,Health and beauty,15.26,6,96.138,2019-02-15,18:03,Ewallet,91.56,4.578,9.8,02
A,Yangon,Normal,Female,Fashion accessories,61.77,5,324.2925,2019-03-08,13:21,Cash,308.85,15.4425,6.7,03
A,Yangon,Normal,Male,Home and lifestyle,21.52,6,135.576,2019-01-17,12:48,Credit card,129.12,6.456,9.4,01
B,Mandalay,Normal,Male,Sports and travel,97.74,4,410.508,2019-03-12,19:53,Ewallet,390.96,19.548,6.4,03
A,Yangon,Member,Male,Food and beverages,99.78,5,523.845,2019-03-09,19:09,Cash,498.9,24.945,5.4,03
C,Naypyitaw,Member,Male,Food and beverages,94.26,4,395.892,2019-03-12,16:30,Cash,377.04,18.852,8.6,03
B,Mandalay,Member,Male,Health and beauty,51.13,4,214.746,2019-01-25,10:11,Credit card,204.52,10.226,4.0,01
A,Yangon,Member,Male,Electronic accessories,36.36,4,152.712,2019-03-25,13:07,Cash,145.44,7.272,7.6,03
B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,208.089,2019-02-07,18:48,Cash,198.18,9.909,6.8,02
A,Yangon,Normal,Male,Food and beverages,32.9,3,103.635,2019-02-17,17:27,Credit card,98.7,4.935,9.1,02
A,Yangon,Normal,Male,Fashion accessories,77.02,5,404.355,2019-02-03,15:59,Cash,385.1,19.255,5.5,02
A,Yangon,Member,Male,Food and beverages,23.48,2,49.308,2019-03-14,11:21,Credit card,46.96,2.348,7.9,03
C,Naypyitaw,Member,Male,Sports and travel,14.7,5,77.175,2019-03-24,13:48,Ewallet,73.5,3.675,8.5,03
A,Yangon,Member,Female,Electronic accessories,28.45,5,149.3625,2019-03-21,10:17,Credit card,142.25,7.1125,9.1,03
A,Yangon,Normal,Male,Fashion accessories,76.4,9,721.98,2019-03-19,15:49,Ewallet,687.6,34.38,7.5,03
B,Mandalay,Normal,Female,Sports and travel,57.95,6,365.085,2019-02-24,13:02,Cash,347.7,17.385,5.2,02
C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,150.0975,2019-03-28,12:58,Credit card,142.95,7.1475,9.5,03
B,Mandalay,Member,Female,Food and beverages,42.82,9,404.649,2019-02-05,15:26,Credit card,385.38,19.269,8.9,02
B,Mandalay,Member,Male,Electronic accessories,48.09,3,151.4835,2019-02-10,18:23,Credit card,144.27,7.2135,7.8,02
B,Mandalay,Member,Female,Health and beauty,55.97,7,411.3795,2019-03-05,19:06,Ewallet,391.79,19.5895,8.9,03
B,Mandalay,Member,Female,Health and beauty,76.9,7,565.215,2019-02-15,20:21,Cash,538.3,26.915,7.7,02
C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,509.4075,2019-01-30,16:24,Ewallet,485.15,24.2575,9.3,01
A,Yangon,Normal,Male,Sports and travel,44.65,3,140.6475,2019-02-14,15:04,Cash,133.95,6.6975,6.2,02
A,Yangon,Normal,Female,Fashion accessories,77.93,9,736.4385,2019-02-27,16:10,Ewallet,701.37,35.0685,7.6,02
A,Yangon,Member,Male,Electronic accessories,71.95,1,75.5475,2019-02-04,12:14,Cash,71.95,3.5975,7.3,02
C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,749.7,2019-01-20,10:13,Cash,714.0,35.7,4.7,01
A,Yangon,Normal,Male,Electronic accessories,26.02,7,191.247,2019-03-28,17:38,Cash,182.14,9.107,5.1,03
B,Mandalay,Normal,Female,Health and beauty,13.5,10,141.75,2019-02-27,11:06,Credit card,135.0,6.75,4.8,02
C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,1042.65,2019-02-15,14:53,Credit card,993.0,49.65,6.6,02
A,Yangon,Normal,Male,Electronic accessories,51.69,7,379.9215,2019-01-26,18:22,Cash,361.83,18.0915,5.5,01
B,Mandalay,Member,Female,Fashion accessories,54.73,7,402.2655,2019-03-14,19:02,Credit card,383.11,19.1555,8.5,03
B,Mandalay,Member,Male,Home and lifestyle,27.0,9,255.15,2019-03-02,14:16,Cash,243.0,12.15,4.8,03
C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,31.752,2019-03-04,15:44,Cash,30.24,1.512,8.4,03
B,Mandalay,Member,Female,Food and beverages,89.14,4,374.388,2019-01-07,12:20,Credit card,356.56,17.828,7.8,01
C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,394.275,2019-03-08,20:01,Credit card,375.5,18.775,9.3,03
C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,1002.12,2019-01-09,13:45,Cash,954.4,47.72,5.2,01
B,Mandalay,Normal,Male,Electronic accessories,27.5,3,86.625,2019-03-01,15:40,Ewallet,82.5,4.125,6.5,03
B,Mandalay,Normal,Male,Sports and travel,74.97,1,78.7185,2019-03-16,16:58,Cash,74.97,3.7485,5.6,03
A,Yangon,Member,Male,Food and beverages,80.96,8,680.064,2019-02-17,11:12,Credit card,647.68,32.384,7.4,02
C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,793.548,2019-02-27,15:12,Cash,755.76,37.788,9.1,02
C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,209.559,2019-03-07,20:37,Ewallet,199.58,9.979,8.0,03
A,Yangon,Normal,Male,Home and lifestyle,73.22,6,461.286,2019-01-21,17:44,Cash,439.32,21.966,7.2,01
C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,173.208,2019-02-19,16:23,Cash,164.96,8.248,7.1,02
C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,343.056,2019-01-06,12:12,Cash,326.72,16.336,9.1,01
C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,484.974,2019-03-14,19:33,Cash,461.88,23.094,5.6,03
A,Yangon,Member,Male,Home and lifestyle,65.94,4,276.948,2019-03-24,10:29,Cash,263.76,13.188,6.0,03
C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,150.78,2019-01-27,14:28,Cash,143.6,7.18,5.4,01
A,Yangon,Member,Male,Electronic accessories,21.5,9,203.175,2019-03-06,12:46,Credit card,193.5,9.675,7.8,03
B,Mandalay,Member,Female,Electronic accessories,26.26,7,193.011,2019-02-02,19:40,Cash,183.82,9.191,9.9,02
B,Mandalay,Normal,Female,Fashion accessories,60.96,2,128.016,2019-01-25,19:39,Credit card,121.92,6.096,4.9,01
C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,441.693,2019-03-14,17:54,Ewallet,420.66,21.033,5.2,03
C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,265.104,2019-01-29,12:25,Cash,252.48,12.624,8.9,01
A,Yangon,Normal,Female,Home and lifestyle,67.09,5,352.2225,2019-01-03,16:47,Credit card,335.45,16.7725,9.1,01
A,Yangon,Member,Female,Fashion accessories,96.7,5,507.675,2019-01-14,12:52,Ewallet,483.5,24.175,7.0,01
B,Mandalay,Member,Female,Home and lifestyle,35.38,9,334.341,2019-01-05,19:50,Credit card,318.42,15.921,9.6,01
C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,701.8515,2019-02-22,18:17,Ewallet,668.43,33.4215,8.7,02
C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,407.316,2019-02-06,17:20,Ewallet,387.92,19.396,9.4,02
B,Mandalay,Normal,Female,Electronic accessories,23.65,4,99.33,2019-01-30,13:32,Credit card,94.6,4.73,4.0,01
A,Yangon,Member,Male,Sports and travel,82.33,4,345.786,2019-01-11,10:37,Credit card,329.32,16.466,7.5,01
C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,55.881,2019-03-19,14:35,Cash,53.22,2.661,4.2,03
B,Mandalay,Normal,Female,Food and beverages,99.69,5,523.3725,2019-01-14,12:09,Cash,498.45,24.9225,9.9,01
C,Naypyitaw,Member,Female,Food and beverages,74.89,4,314.538,2019-03-01,15:32,Ewallet,299.56,14.978,4.2,03
A,Yangon,Normal,Female,Food and beverages,40.94,5,214.935,2019-01-06,13:58,Ewallet,204.7,10.235,9.9,01
B,Mandalay,Member,Male,Sports and travel,75.82,1,79.611,2019-01-31,13:19,Cash,75.82,3.791,5.8,01
C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,294.651,2019-03-11,13:37,Cash,280.62,14.031,6.0,03
A,Yangon,Normal,Female,Health and beauty,32.32,10,339.36,2019-02-20,16:49,Credit card,323.2,16.16,10.0,02
C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,510.9615,2019-01-27,14:55,Ewallet,486.63,24.3315,9.5,01
B,Mandalay,Normal,Male,Food and beverages,18.22,7,133.917,2019-03-10,14:04,Credit card,127.54,6.377,6.6,03
C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,253.512,2019-02-15,12:31,Cash,241.44,12.072,8.1,02
B,Mandalay,Normal,Female,Fashion accessories,37.95,10,398.475,2019-01-26,14:51,Cash,379.5,18.975,9.7,01
A,Yangon,Member,Male,Electronic accessories,76.82,1,80.661,2019-02-13,18:27,Ewallet,76.82,3.841,7.2,02
A,Yangon,Member,Female,Sports and travel,52.26,10,548.73,2019-03-09,12:45,Credit card,522.6,26.13,6.2,03
A,Yangon,Normal,Female,Health and beauty,79.74,1,83.727,2019-03-06,10:36,Ewallet,79.74,3.987,7.3,03
A,Yangon,Normal,Female,Health and beauty,77.5,5,406.875,2019-01-24,20:36,Ewallet,387.5,19.375,4.3,01
A,Yangon,Normal,Female,Food and beverages,54.27,5,284.9175,2019-03-13,14:16,Ewallet,271.35,13.5675,4.6,03
B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,128.4255,2019-03-15,10:26,Cash,122.31,6.1155,5.8,03
B,Mandalay,Member,Female,Health and beauty,41.06,6,258.678,2019-03-05,13:30,Credit card,246.36,12.318,8.3,03
B,Mandalay,Member,Male,Electronic accessories,19.24,9,181.818,2019-03-04,16:28,Cash,173.16,8.658,8.0,03
C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,248.409,2019-03-25,20:18,Credit card,236.58,11.829,9.4,03
C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,194.124,2019-03-12,20:04,Credit card,184.88,9.244,6.2,03
C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,14.679,2019-02-04,13:38,Ewallet,13.98,0.699,9.8,02
B,Mandalay,Normal,Female,Fashion accessories,39.75,5,208.6875,2019-02-22,10:43,Ewallet,198.75,9.9375,9.6,02
C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,718.7565,2019-02-16,17:30,Ewallet,684.53,34.2265,4.9,02
A,Yangon,Member,Male,Sports and travel,67.26,4,282.492,2019-01-19,15:28,Credit card,269.04,13.452,8.0,01
A,Yangon,Normal,Male,Food and beverages,13.79,5,72.3975,2019-01-11,19:07,Credit card,68.95,3.4475,7.8,01
B,Mandalay,Member,Female,Fashion accessories,68.71,4,288.582,2019-01-04,19:01,Cash,274.84,13.742,4.1,01
A,Yangon,Normal,Female,Home and lifestyle,56.53,4,237.426,2019-03-04,19:48,Ewallet,226.12,11.306,5.5,03
C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,125.055,2019-01-28,19:24,Ewallet,119.1,5.955,5.4,01
B,Mandalay,Normal,Female,Health and beauty,34.21,10,359.205,2019-01-02,13:00,Cash,342.1,17.105,5.1,01
B,Mandalay,Normal,Male,Sports and travel,21.87,2,45.927,2019-01-25,14:29,Ewallet,43.74,2.187,6.9,01
A,Yangon,Member,Male,Health and beauty,20.97,5,110.0925,2019-01-04,13:21,Cash,104.85,5.2425,7.8,01
A,Yangon,Normal,Male,Sports and travel,25.84,3,81.396,2019-03-10,18:55,Ewallet,77.52,3.876,6.6,03
A,Yangon,Normal,Male,Home and lifestyle,50.93,8,427.812,2019-03-22,19:36,Ewallet,407.44,20.372,9.2,03
B,Mandalay,Normal,Male,Health and beauty,96.11,1,100.9155,2019-01-25,16:28,Ewallet,96.11,4.8055,7.8,01
C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,190.596,2019-01-08,13:48,Credit card,181.52,9.076,8.7,01
C,Naypyitaw,Member,Female,Health and beauty,81.51,1,85.5855,2019-01-22,10:57,Ewallet,81.51,4.0755,9.2,01
B,Mandalay,Normal,Female,Health and beauty,57.22,2,120.162,2019-01-12,17:13,Ewallet,114.44,5.722,8.3,01
A,Yangon,Member,Female,Electronic accessories,25.22,7,185.367,2019-02-04,10:23,Cash,176.54,8.827,8.2,02
C,Naypyitaw,Member,Female,Food and beverages,38.6,3,121.59,2019-03-28,13:57,Ewallet,115.8,5.79,7.5,03
C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,264.7575,2019-01-23,13:29,Cash,252.15,12.6075,9.8,01
C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,1020.705,2019-02-08,13:00,Credit card,972.1,48.605,8.7,02
B,Mandalay,Member,Male,Fashion accessories,25.42,8,213.528,2019-03-19,19:42,Credit card,203.36,10.168,6.7,03
C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,17.094,2019-03-09,15:36,Cash,16.28,0.814,5.0,03
B,Mandalay,Member,Male,Fashion accessories,40.61,9,383.7645,2019-01-02,13:40,Cash,365.49,18.2745,7.0,01
A,Yangon,Member,Male,Health and beauty,53.17,7,390.7995,2019-01-21,18:01,Cash,372.19,18.6095,8.9,01
B,Mandalay,Member,Female,Food and beverages,20.87,3,65.7405,2019-03-20,13:53,Credit card,62.61,3.1305,8.0,03
B,Mandalay,Normal,Male,Sports and travel,67.27,5,353.1675,2019-02-27,17:27,Cash,336.35,16.8175,6.9,02
A,Yangon,Member,Female,Home and lifestyle,90.65,10,951.825,2019-03-08,10:53,Ewallet,906.5,45.325,7.3,03
B,Mandalay,Normal,Male,Fashion accessories,69.08,2,145.068,2019-01-31,19:48,Credit card,138.16,6.908,6.9,01
